Chloride,Nitrate,Sulfate,Sodium,Potassium,Magnesium,Calcium,Site,,
2.725695986,0.092776863,4.454385739,3.816015578,1.998659109,5.955644708,7.913427899,BS12,,
5.201903185,0.551037843,6.028914389,5.375866504,3.007500808,2.263010663,6.958924375,BS13,,
4.682654197,0.715048312,5.215446996,4.673972504,2.134762737,2.146928291,6.948152121,BS14,,
4.892317811,0.528260756,5.888791863,5.104734007,2.780531689,2.313306073,7.160247527,BS15,,
2.90336772,0.175538492,3.946965358,4.078781189,1.92607883,6.595878394,9.069149376,BS16,,
7.695368203,0.510970272,14.7568346,7.973073967,3.145170996,3.750291838,13.13719659,BS17,,
8.682819229,0.72354501,13.45148421,8.724529154,3.448992818,2.750154993,13.51762178,BS18,,
6.981115834,0.709522394,9.993251635,7.251254036,3.039172498,3.769027348,12.24694088,BS01,,
6.941063393,0.306572343,8.312867056,7.174122277,3.482328661,4.7764623,13.19536433,BS02,,
7.331255019,0.766772952,10.16795821,7.597387799,3.016560817,3.709285044,12.09978322,BS03,,
1.087713384,0.066746017,1.639243505,0.166023979,0.00210467,0.012617471,0.113493556,BS04,,
6.901021355,0.726163412,5.833483336,6.594927626,2.452957962,2.677946088,8.460585003,BS05,,
6.779095112,0.783893822,6.963017984,7.264427783,2.603982589,2.945543217,8.924621889,BS06,,
6.125678181,0.240808088,3.816555203,6.202458687,1.949671479,3.16433533,7.391987138,BS07,,
6.31805552,0.901643721,3.862672275,5.408978121,1.790521437,2.020037858,4.783514168,BS08,,
6.102695207,0.839224848,5.480819341,6.422824426,2.206861831,2.406485834,7.415480102,BS09,,
6.519562423,0.890859041,6.686703438,6.37578977,2.42324179,3.197569375,9.183484375,BS10,,
7.343546423,0.896490123,15.64159078,9.293791877,2.606619483,5.173688831,17.11596366,BS11,,
0.882089319,0.05590061,1.590228682,0.073711004,0.003701854,0.012617471,0.814429426,BS12,,
5.678930414,0.922629521,6.130322285,6.467763089,2.563330792,2.339984646,6.481555525,BS13,,
5.416479429,0.861001369,5.177636995,5.468104874,2.193041181,2.386890215,7.08657414,BS14,,
5.812475052,0.851502989,6.208883983,6.548637728,2.529842925,2.598205449,7.245115389,BS15,,
3.078444225,0.176174349,3.889308731,4.44000403,1.949802621,7.197290869,10.87726765,BS16,,
9.2601449,0.808744173,16.21928264,9.391157226,3.464176084,5.086212526,16.96337001,BS17,,
12.32865268,1.571230814,16.17744446,12.38791112,4.261722374,4.652589068,19.20984232,BS18,,
6.399604019,0.589496176,9.158219959,6.643851305,3.088627498,3.45735488,11.29356362,BS01,,
5.167556802,0.222289344,6.948054754,5.255161549,3.179005532,3.590057375,10.41239146,BS02,,
7.04430224,0.64082003,9.286433872,7.213351849,2.999854543,3.505138034,11.42124825,BS03,,
6.931942311,0.629261238,10.95851124,7.372736418,3.172247502,3.891625868,12.91998433,BS04,,
6.908195687,0.637823013,5.519892518,6.525604009,2.473996711,2.605145838,8.100329545,BS05,,
7.076555182,0.741247597,6.497943624,7.072448478,2.592175935,2.987160944,8.877855548,BS06,,
6.050013066,0.185505232,3.492367299,6.080622937,1.929333342,3.244594554,7.730520419,BS07,,
6.52799472,0.870170634,3.792316097,5.582779156,1.860032648,2.061358296,4.917309505,BS08,,
6.183065097,0.835769561,5.415105128,6.539110882,2.22820785,2.424381674,7.334554729,BS09,,
7.277183515,0.866635128,6.53599272,6.993149793,2.487711122,3.247926888,9.23415123,BS10,,
7.072997423,0.850676797,15.53597851,9.052613657,2.587367611,5.096719366,17.02850894,BS11,,
3.048560179,0.073894688,4.53137216,4.462692759,2.084320391,6.725970913,9.407673129,BS12,,
1.306599296,0.052636827,2.026653007,0.681784562,0.273993603,1.17052521,1.644565778,BS13,,
5.473984418,0.837819916,5.006873554,5.54290434,2.210800898,2.4211988,7.163639323,BS14,,
5.724965559,0.800279043,6.071918696,6.449198578,2.619363326,2.58032464,7.228007106,BS15,,
3.179637289,0.150797011,3.980119052,4.662755388,2.02358409,7.44789101,11.26760796,BS16,,
8.336920568,0.614819937,13.68105424,8.589927195,3.323655907,4.495992538,15.16136192,BS17,,
12.1550454,1.360629814,14.9316148,11.86913663,4.15504033,4.562938016,17.93323947,BS18,,
8.274110167,0.708919913,11.39765026,8.407145055,2.849816925,4.277547832,12.54277429,BS01,,
7.1211233,0.276816277,8.508484847,7.313804089,3.149764587,5.01556951,12.90657296,BS02,,
8.63825742,0.736071529,12.65989491,8.855041063,2.880148444,4.289415918,12.51418243,BS03,,
9.353601229,0.767425279,15.31961641,9.659414726,3.09480596,4.833940368,14.10513663,BS04,,
7.418063177,0.726757053,5.834688871,7.10484653,2.336153522,2.739272538,7.964247311,BS05,,
7.225344273,0.814632722,6.676369842,7.355883209,2.457796601,3.109333056,8.610140782,BS06,,
6.263535581,0.180782325,3.516660228,6.443407127,1.85089911,3.441305717,7.963020873,BS07,,
6.475381186,0.9267625,3.714260478,5.566499447,1.777946385,2.113072322,4.726119124,BS08,,
7.801120527,0.923353927,5.76956264,7.373265822,2.239230382,2.644013126,7.764299197,BS09,,
7.027463089,0.930723828,6.427526049,6.608500638,2.39942864,3.396550045,9.0039923,BS10,,
7.007558288,0.884625485,15.39087013,9.308600121,2.287332961,5.071142008,14.788817,BS11,,
3.589207177,0.080670332,4.790187183,5.589711528,2.075884335,8.122279605,11.24685299,BS12,,
6.263620289,1.064195416,6.340759489,7.597949285,2.338463946,2.360128638,5.753411033,BS13,,
5.757557964,0.93922746,4.906798904,5.742884225,2.171516501,2.476918659,6.546795928,BS14,,
3.524521311,0.151198954,3.574877261,5.41190295,1.940091462,8.488657319,12.53941964,BS15,,
6.38924012,0.979051441,6.29821174,7.437915741,2.361499459,2.713923628,6.861913574,BS16,,
11.20240513,0.828637353,20.94425928,11.0383998,3.308020638,5.842472231,17.38127019,BS17,,
14.70159507,1.552518571,17.01534045,14.45830902,4.098920911,5.258137537,18.22437232,BS18,,
6.289572067,0.678379229,13.97680645,7.132825796,3.163014552,2.934364659,10.83151489,BS01,,
4.490712706,0.325141844,8.641520428,4.551518941,3.415862295,3.10890086,9.531180497,BS02,,
6.342325773,0.732495022,13.44400558,7.015609781,3.046181379,3.102259249,11.48676109,BS03,,
6.438658216,0.739574778,15.03718779,7.266164984,3.227285477,3.404043689,12.68990021,BS04,,
5.84125488,0.711151575,6.760244263,5.493320436,2.507907789,2.385795641,8.108059027,BS05,,
6.083209287,0.818399899,7.796276527,6.021338587,2.641050626,2.735700675,9.038009766,BS06,,
5.862200215,0.421038078,4.788516045,5.613094362,1.968676134,2.787897764,6.664844983,BS07,,
5.937478992,0.886926589,4.158277462,1.50576658,1.874057472,1.936873693,4.973164587,BS08,,
6.291547966,0.781681778,5.881432039,6.268015101,2.206612552,2.353551446,7.491042941,BS09,,
6.260887585,0.957697431,7.256401247,5.697210329,2.400330986,3.159199601,9.273779911,BS10,,
7.124777474,0.896534629,16.87804886,8.930043112,2.579733879,5.126674213,18.11584278,BS11,,
2.540062459,0.163488816,5.994213315,3.214092617,2.096410024,4.460124827,6.827103165,BS12,,
5.615598428,0.939595319,6.281190152,5.938931616,2.616018683,2.256185432,6.501391445,BS13,,
5.504010901,0.867462424,5.451550481,5.324861127,2.158623999,2.33026227,7.077156173,BS14,,
5.712490033,0.839420433,6.532960334,6.130066901,2.558443886,2.540539538,7.341178808,BS15,,
2.658949135,0.205716088,5.505935321,3.274660572,2.114018336,5.031696546,7.814121719,BS16,,
8.309975729,0.889551512,20.15413611,8.886141505,3.395243327,4.736035049,16.75334632,BS17,,
10.67219889,1.557745666,18.36600457,10.48336209,3.913387121,4.394273123,17.73595778,BS18,,
6.323931531,0.513049893,11.27402767,6.797367953,2.887566239,3.37014412,11.19909261,BS01,,
5.62586647,0.339905318,10.59814814,6.274937159,3.682678911,4.22689178,12.59405604,BS02,,
6.212841715,0.533131111,11.29770857,6.581488574,2.677710871,3.177865771,10.70409815,BS03,,
6.463659775,0.547228307,13.02826321,6.97169663,2.81843871,3.556058104,11.90447986,BS04,,
4.933717849,0.513984498,5.33582685,4.735546083,2.22193563,2.109872152,6.943147833,BS05,,
5.100762136,0.576301339,6.178380796,5.220429643,2.374245553,2.484539859,7.71234002,BS06,,
5.647521151,0.369605268,4.590935065,5.426918269,1.787472046,2.739596628,6.09939631,BS07,,
5.742237664,0.870903844,3.985725303,4.931635109,1.694314781,1.91664695,4.663795678,BS08,,
5.131722938,0.674887787,5.551105367,5.59351977,2.054169221,2.036715523,6.49076104,BS09,,
5.446002295,0.768006642,6.206306704,5.071246498,2.314062286,2.843770652,8.242377254,BS10,,
7.139313826,0.829814644,15.52554781,9.026924916,2.587592146,5.09530987,17.66442899,BS11,,
2.839340231,0.109723457,5.195117844,3.647389134,2.071236031,5.492719987,8.308332873,BS12,,
5.547617863,0.855501425,6.672875439,6.143395446,2.716531553,2.281458927,6.412405293,BS13,,
5.122661169,0.775372056,5.168010323,5.062528575,2.120680053,2.206687472,6.804922619,BS14,,
5.218158227,0.699598333,6.428064641,5.782699436,2.472021129,2.400946154,6.910423736,BS15,,
2.870516087,0.136595874,4.832088961,3.677308743,2.111097697,6.047420274,9.2730657,BS16,,
6.727137936,0.533424022,14.58567831,7.117249686,2.889976588,3.996789528,13.55035892,BS17,,
8.924085566,0.950473335,10.94338915,8.80016732,3.389871261,3.354208438,13.70987148,BS18,,
